id,key,value,type
16660905,highway,residential,regular
16660905,name,Sharon Woods Lane,regular
16660905,cfcc,A41,tiger
16660905,county,"Mecklenburg, NC",tiger
16660905,name_base,Sharon Woods,tiger
16660905,name_type,Ln,tiger
16660905,reviewed,no,tiger
16660905,zip_left,28210,tiger
16660905,zip_right,28210,tiger
16660909,highway,residential,regular
16660909,name,Sonata Place,regular
16660909,cfcc,A41,tiger
16660909,county,"Mecklenburg, NC",tiger
16660909,name_base,Sonata,tiger
16660909,name_type,Pl,tiger
16660909,reviewed,no,tiger
16660909,zip_left,28211,tiger
16660909,zip_right,28211,tiger
16660919,highway,residential,regular
16660919,name,Sycamore Creek Drive,regular
16660919,cfcc,A41,tiger
16660919,county,"Mecklenburg, NC",tiger
16660919,name_base,Sycamore Creek,tiger
16660919,name_type,Dr,tiger
16660919,reviewed,no,tiger
16660927,highway,residential,regular
16660927,lanes,2,regular
16660927,name,Oriole Street,regular
16660927,surface,asphalt,regular
16660957,highway,motorway_link,regular
16660957,oneway,yes,regular
16660957,cfcc,A63,tiger
16660957,county,"Mecklenburg, NC",tiger
16660957,source,tiger_import_dch_v0.6_20070829,tiger
16660957,tlid,70566148:70592968,tiger
16660957,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16660958,highway,residential,regular
16660958,cfcc,A41,tiger
16660958,county,"Mecklenburg, NC",tiger
16660958,reviewed,no,tiger
16660958,separated,no,tiger
16660958,source,tiger_import_dch_v0.6_20070829,tiger
16660958,tlid,70487349,tiger
16660958,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16660972,highway,residential,regular
16660972,cfcc,A41,tiger
16660972,county,"Mecklenburg, NC",tiger
16660972,reviewed,no,tiger
16660972,separated,no,tiger
16660972,source,tiger_import_dch_v0.6_20070829,tiger
16660972,tlid,70531370,tiger
16660972,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16660974,highway,residential,regular
16660974,cfcc,A41,tiger
16660974,county,"Mecklenburg, NC",tiger
16660974,reviewed,no,tiger
16660974,separated,no,tiger
16660974,source,tiger_import_dch_v0.6_20070829,tiger
16660974,tlid,70531375:70531376,tiger
16660974,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661031,highway,residential,regular
16661103,highway,primary,regular
16661103,lanes,2,regular
16661103,oneway,yes,regular
16661103,ref,NC 16,regular
16661103,cfcc,A63,tiger
16661103,county,"Mecklenburg, NC",tiger
16661103,reviewed,no,tiger
16661124,name,Allen - Woodlawn 230kV transmission line,regular
16661124,operator,Duke,regular
16661124,power,line,regular
16661124,voltage,230000,regular
16661160,highway,trunk_link,regular
16661160,oneway,no,regular
16661160,cfcc,A63,tiger
16661160,county,"Mecklenburg, NC",tiger
16661160,reviewed,no,tiger
16661231,highway,residential,regular
16661231,cfcc,A41,tiger
16661231,county,"Mecklenburg, NC",tiger
16661231,reviewed,no,tiger
16661231,separated,no,tiger
16661231,source,tiger_import_dch_v0.6_20070829,tiger
16661231,tlid,70533033,tiger
16661231,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661232,highway,residential,regular
16661232,cfcc,A41,tiger
16661232,county,"Mecklenburg, NC",tiger
16661232,reviewed,no,tiger
16661232,separated,no,tiger
16661232,source,tiger_import_dch_v0.6_20070829,tiger
16661232,tlid,70533034:70533035,tiger
16661232,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661233,highway,residential,regular
16661233,cfcc,A41,tiger
16661233,county,"Mecklenburg, NC",tiger
16661233,reviewed,no,tiger
16661233,separated,no,tiger
16661233,source,tiger_import_dch_v0.6_20070829,tiger
16661233,tlid,70533038,tiger
16661233,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661266,highway,residential,regular
16661266,cfcc,A41,tiger
16661266,county,"Mecklenburg, NC",tiger
16661266,reviewed,no,tiger
16661266,separated,no,tiger
16661266,source,tiger_import_dch_v0.6_20070829,tiger
16661266,tlid,70484782,tiger
16661266,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661325,highway,motorway_link,regular
16661325,oneway,yes,regular
16661325,cfcc,A63,tiger
16661325,county,"Mecklenburg, NC",tiger
16661325,reviewed,no,tiger
16661355,name,100kV transmission line,regular
16661355,operator,Duke,regular
16661355,power,line,regular
16661355,source,Bing,regular
16661355,cfcc,C20,tiger
16661355,county,"Mecklenburg, NC",tiger
16661355,reviewed,no,tiger
16661355,voltage,100000,regular
16661375,highway,residential,regular
16661375,cfcc,A41,tiger
16661375,county,"Mecklenburg, NC",tiger
16661375,reviewed,no,tiger
16661375,separated,no,tiger
16661375,source,tiger_import_dch_v0.6_20070829,tiger
16661375,tlid,70571939:70571940,tiger
16661375,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661418,highway,motorway_link,regular
16661418,oneway,yes,regular
16661418,cfcc,A63,tiger
16661418,county,"Mecklenburg, NC",tiger
16661418,source,tiger_import_dch_v0.6_20070829,tiger
16661418,tlid,70512273,tiger
16661418,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661424,highway,motorway_link,regular
16661424,oneway,yes,regular
16661424,cfcc,A63,tiger
16661424,county,"Mecklenburg, NC",tiger
16661424,source,tiger_import_dch_v0.6_20070829,tiger
16661424,tlid,70512275,tiger
16661424,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661433,highway,motorway_link,regular
16661433,oneway,yes,regular
16661433,cfcc,A63,tiger
16661433,county,"Mecklenburg, NC",tiger
16661433,source,tiger_import_dch_v0.6_20070829,tiger
16661433,tlid,70565876:70589434,tiger
16661433,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661436,destination,Woodlawn Road;Queens University,regular
16661436,highway,motorway_link,regular
16661436,oneway,yes,regular
16661436,cfcc,A63,tiger
16661436,county,"Mecklenburg, NC",tiger
16661449,highway,motorway_link,regular
16661449,lanes,1,regular
16661449,oneway,yes,regular
16661449,cfcc,A63,tiger
16661449,county,"Mecklenburg, NC",tiger
16661449,source,tiger_import_dch_v0.6_20070829,tiger
16661449,tlid,70577175:70577176,tiger
16661449,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661452,highway,motorway_link,regular
16661452,lanes,1,regular
16661452,oneway,yes,regular
16661452,cfcc,A63,tiger
16661452,county,"Mecklenburg, NC",tiger
16661452,source,tiger_import_dch_v0.6_20070829,tiger
16661452,tlid,70577177:70577178,tiger
16661452,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661465,highway,residential,regular
16661465,cfcc,A41,tiger
16661465,county,"Mecklenburg, NC",tiger
16661465,reviewed,no,tiger
16661465,separated,no,tiger
16661465,source,tiger_import_dch_v0.6_20070829,tiger
16661465,tlid,70493066,tiger
16661465,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661548,highway,motorway_link,regular
16661548,oneway,yes,regular
16661548,cfcc,A63,tiger
16661548,county,"Mecklenburg, NC",tiger
16661548,reviewed,no,tiger
16661572,highway,service,regular
16661572,name,Trianon Condo Drive,regular
16661572,surface,asphalt,regular
16661618,name,100kV transmission line,regular
16661618,operator,Duke,regular
16661618,power,line,regular
16661618,cfcc,C20,tiger
16661618,county,"Mecklenburg, NC",tiger
16661618,reviewed,no,tiger
16661618,voltage,100000,regular
16661639,highway,residential,regular
16661639,cfcc,A41,tiger
16661639,county,"Mecklenburg, NC",tiger
16661639,reviewed,no,tiger
16661642,highway,residential,regular
16661642,cfcc,A41,tiger
16661642,county,"Mecklenburg, NC",tiger
16661642,reviewed,no,tiger
16661642,separated,no,tiger
16661642,source,tiger_import_dch_v0.6_20070829,tiger
16661642,tlid,70533041,tiger
16661642,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661668,highway,trunk_link,regular
16661668,oneway,yes,regular
16661668,cfcc,A63,tiger
16661668,county,"Mecklenburg, NC",tiger
16661668,reviewed,no,tiger
16661668,source,tiger_import_dch_v0.6_20070829,tiger
16661668,tlid,70613851,tiger
16661668,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661670,highway,motorway_link,regular
16661670,oneway,yes,regular
16661670,cfcc,A63,tiger
16661670,county,"Mecklenburg, NC",tiger
16661670,reviewed,no,tiger
16661670,source,tiger_import_dch_v0.6_20070829,tiger
16661670,tlid,70613853,tiger
16661670,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661675,highway,trunk_link,regular
16661675,oneway,yes,regular
16661675,cfcc,A63,tiger
16661675,county,"Mecklenburg, NC",tiger
16661675,reviewed,no,tiger
16661675,source,tiger_import_dch_v0.6_20070829,tiger
16661675,tlid,70591526,tiger
16661675,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661703,highway,residential,regular
16661703,cfcc,A41,tiger
16661703,county,"Mecklenburg, NC",tiger
16661703,reviewed,no,tiger
16661703,separated,no,tiger
16661703,source,tiger_import_dch_v0.6_20070829,tiger
16661703,tlid,70536429:70536430,tiger
16661703,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661788,name,Allen - Woodlawn 100kV transmission line,regular
16661788,operator,Duke,regular
16661788,power,line,regular
16661788,voltage,100000,regular
16661801,highway,motorway_link,regular
16661801,oneway,yes,regular
16661801,cfcc,A63,tiger
16661801,county,"Mecklenburg, NC",tiger
16661801,source,tiger_import_dch_v0.6_20070829,tiger
16661801,tlid,70565887:70499706:70589436:70575932,tiger
16661801,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661807,highway,motorway_link,regular
16661807,oneway,yes,regular
16661807,cfcc,A63,tiger
16661807,county,"Mecklenburg, NC",tiger
16661807,source,tiger_import_dch_v0.6_20070829,tiger
16661807,tlid,70565889:70589433,tiger
16661807,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661830,highway,service,regular
16661830,cfcc,A41,tiger
16661830,county,"Mecklenburg, NC",tiger
16661830,reviewed,no,tiger
16661845,destination,Stonewall Street;Kenilworth Avenue;South Boulevard,regular
16661845,highway,motorway_link,regular
16661845,oneway,yes,regular
16661845,cfcc,A63,tiger
16661845,county,"Mecklenburg, NC",tiger
16661845,reviewed,no,tiger
16661847,highway,motorway_link,regular
16661847,oneway,yes,regular
16661847,cfcc,A63,tiger
16661847,county,"Mecklenburg, NC",tiger
16661847,reviewed,no,tiger
16661853,highway,motorway_link,regular
16661853,lanes,1,regular
16661853,oneway,yes,regular
16661853,cfcc,A63,tiger
16661853,county,"Mecklenburg, NC",tiger
16661853,source,tiger_import_dch_v0.6_20070829,tiger
16661853,tlid,70591332:70565986,tiger
16661853,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661856,highway,motorway_link,regular
16661856,lanes,1,regular
16661856,oneway,yes,regular
16661856,cfcc,A63,tiger
16661856,county,"Mecklenburg, NC",tiger
16661856,source,tiger_import_dch_v0.6_20070829,tiger
16661856,tlid,70591335:70577195,tiger
16661856,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661861,highway,residential,regular
16661861,cfcc,A41,tiger
16661861,county,"Mecklenburg, NC",tiger
16661861,reviewed,no,tiger
16661861,separated,no,tiger
16661861,source,tiger_import_dch_v0.6_20070829,tiger
16661861,tlid,70492169:70492178,tiger
16661861,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661945,highway,motorway_link,regular
16661945,oneway,yes,regular
16661945,cfcc,A63,tiger
16661945,county,"Mecklenburg, NC",tiger
16661945,reviewed,no,tiger
16661945,source,tiger_import_dch_v0.6_20070829,tiger
16661945,tlid,70613860:70566179,tiger
16661945,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661947,highway,motorway_link,regular
16661947,lanes,1,regular
16661947,oneway,yes,regular
16661947,ref,NC 16,regular
16661947,cfcc,A63,tiger
16661947,county,"Mecklenburg, NC",tiger
16661947,reviewed,no,tiger
16661956,highway,motorway_link,regular
16661956,lanes,1,regular
16661956,oneway,yes,regular
16661956,cfcc,A63,tiger
16661956,county,"Mecklenburg, NC",tiger
16661956,source,tiger_import_dch_v0.6_20070829,tiger
16661956,tlid,70590861:70588969:70590871:70588970:70588971:70588997,tiger
16661956,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661963,destination,Columbia,regular
16661963,ref,I 77 South:US 21 South,destination
16661963,highway,motorway_link,regular
16661963,oneway,yes,regular
16661963,cfcc,A63,tiger
16661963,county,"Mecklenburg, NC",tiger
16661964,bridge,yes,regular
16661964,highway,motorway_link,regular
16661964,layer,1,regular
16661964,oneway,yes,regular
16661964,cfcc,A63,tiger
16661964,county,"Mecklenburg, NC",tiger
16661975,highway,residential,regular
16661975,cfcc,A41,tiger
16661975,county,"Mecklenburg, NC",tiger
16661975,reviewed,no,tiger
16661975,separated,no,tiger
16661975,source,tiger_import_dch_v0.6_20070829,tiger
16661975,tlid,70536431,tiger
16661975,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16661993,access,private,regular
16661993,highway,service,regular
16661993,cfcc,A74,tiger
16661993,county,"Mecklenburg, NC",tiger
16661993,reviewed,no,tiger
16661993,source,tiger_import_dch_v0.6_20070829,tiger
16661993,tlid,70629041,tiger
16661993,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662004,highway,residential,regular
16662004,cfcc,A41,tiger
16662004,county,"Mecklenburg, NC",tiger
16662004,reviewed,no,tiger
16662016,bridge,yes,regular
16662016,highway,motorway_link,regular
16662016,layer,1,regular
16662016,oneway,yes,regular
16662016,cfcc,A63,tiger
16662016,county,"Mecklenburg, NC",tiger
16662016,reviewed,no,tiger
16662016,source,tiger_import_dch_v0.6_20070829,tiger
16662016,tlid,70566170,tiger
16662016,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662020,highway,motorway_link,regular
16662020,oneway,yes,regular
16662020,cfcc,A63,tiger
16662020,county,"Mecklenburg, NC",tiger
16662020,source,tiger_import_dch_v0.6_20070829,tiger
16662020,tlid,70565892:70589435,tiger
16662020,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662027,destination,Columbia,regular
16662027,ref,I 77 South;US 21 South,destination
16662027,highway,motorway_link,regular
16662027,oneway,yes,regular
16662027,cfcc,A63,tiger
16662027,county,"Mecklenburg, NC",tiger
16662028,highway,motorway_link,regular
16662028,oneway,yes,regular
16662028,cfcc,A63,tiger
16662028,county,"Mecklenburg, NC",tiger
16662028,source,tiger_import_dch_v0.6_20070829,tiger
16662028,tlid,70477708:70616286,tiger
16662028,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662035,highway,motorway_link,regular
16662035,lanes,1,regular
16662035,oneway,yes,regular
16662035,cfcc,A63,tiger
16662035,county,"Mecklenburg, NC",tiger
16662035,source,tiger_import_dch_v0.6_20070829,tiger
16662035,tlid,70577196,tiger
16662035,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662044,highway,residential,regular
16662044,cfcc,A41,tiger
16662044,county,"Mecklenburg, NC",tiger
16662044,reviewed,no,tiger
16662044,separated,no,tiger
16662044,source,tiger_import_dch_v0.6_20070829,tiger
16662044,tlid,70501588,tiger
16662044,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662048,highway,motorway_link,regular
16662048,lanes,1,regular
16662048,oneway,yes,regular
16662048,cfcc,A63,tiger
16662048,county,"Mecklenburg, NC",tiger
16662048,source,tiger_import_dch_v0.6_20070829,tiger
16662048,tlid,70574527:70574528:70486259,tiger
16662048,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662049,highway,primary,regular
16662049,oneway,yes,regular
16662049,cfcc,A63,tiger
16662049,county,"Mecklenburg, NC",tiger
16662049,reviewed,no,tiger
16662050,highway,motorway_link,regular
16662050,oneway,yes,regular
16662050,cfcc,A63,tiger
16662050,county,"Mecklenburg, NC",tiger
16662050,reviewed,no,tiger
16662051,highway,residential,regular
16662051,cfcc,A41,tiger
16662051,county,"Mecklenburg, NC",tiger
16662051,reviewed,no,tiger
16662051,separated,no,tiger
16662051,source,tiger_import_dch_v0.6_20070829,tiger
16662051,tlid,70492176,tiger
16662051,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662060,highway,motorway_link,regular
16662060,oneway,yes,regular
16662060,cfcc,A63,tiger
16662060,county,"Mecklenburg, NC",tiger
16662060,reviewed,no,tiger
16662060,source,tiger_import_dch_v0.6_20070829,tiger
16662060,tlid,70558681,tiger
16662060,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662069,highway,motorway_link,regular
16662069,oneway,yes,regular
16662069,cfcc,A63,tiger
16662069,county,"Mecklenburg, NC",tiger
16662069,reviewed,no,tiger
16662069,source,tiger_import_dch_v0.6_20070829,tiger
16662069,tlid,70566226:70593816:70534952,tiger
16662069,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662083,destination,Statesville,regular
16662083,ref,I 77 North;US 21 North,destination
16662083,highway,motorway_link,regular
16662083,oneway,yes,regular
16662083,cfcc,A63,tiger
16662083,county,"Mecklenburg, NC",tiger
16662104,highway,motorway_link,regular
16662104,oneway,yes,regular
16662104,cfcc,A63,tiger
16662104,county,"Mecklenburg, NC",tiger
16662104,reviewed,no,tiger
16662104,source,tiger_import_dch_v0.6_20070829,tiger
16662104,tlid,70567442,tiger
16662104,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662132,highway,trunk_link,regular
16662132,oneway,yes,regular
16662132,cfcc,A63,tiger
16662132,county,"Mecklenburg, NC",tiger
16662132,reviewed,no,tiger
16662132,source,tiger_import_dch_v0.6_20070829,tiger
16662132,tlid,70591521:70613858:70508564:70577693:70577745,tiger
16662132,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662134,highway,trunk_link,regular
16662134,oneway,yes,regular
16662134,cfcc,A63,tiger
16662134,county,"Mecklenburg, NC",tiger
16662134,reviewed,no,tiger
16662134,source,tiger_import_dch_v0.6_20070829,tiger
16662134,tlid,70591522,tiger
16662134,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662138,highway,residential,regular
16662138,cfcc,A41,tiger
16662138,county,"Mecklenburg, NC",tiger
16662138,reviewed,no,tiger
16662138,separated,no,tiger
16662138,source,tiger_import_dch_v0.6_20070829,tiger
16662138,tlid,70490068,tiger
16662138,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662142,bridge,yes,regular
16662142,highway,motorway_link,regular
16662142,lanes,2,regular
16662142,layer,1,regular
16662142,oneway,yes,regular
16662142,cfcc,A63,tiger
16662142,county,"Mecklenburg, NC",tiger
16662142,source,tiger_import_dch_v0.6_20070829,tiger
16662142,tlid,70590872:70588979:70588998,tiger
16662142,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662144,power,line,regular
16662144,source,Bing,regular
16662144,cfcc,C20,tiger
16662144,county,"Mecklenburg, NC",tiger
16662155,highway,residential,regular
16662155,cfcc,A41,tiger
16662155,county,"Mecklenburg, NC",tiger
16662155,reviewed,no,tiger
16662155,separated,no,tiger
16662155,source,tiger_import_dch_v0.6_20070829,tiger
16662155,tlid,70535794,tiger
16662155,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662156,highway,residential,regular
16662156,cfcc,A41,tiger
16662156,county,"Mecklenburg, NC",tiger
16662156,reviewed,no,tiger
16662156,separated,no,tiger
16662156,source,tiger_import_dch_v0.6_20070829,tiger
16662156,tlid,70535798,tiger
16662156,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662171,bridge,yes,regular
16662171,destination,Kenilworth Avenue;Third Street;Fourth Street,regular
16662171,ref,NC 16 South,destination
16662171,highway,motorway_link,regular
16662171,layer,1,regular
16662171,oneway,yes,regular
16662171,cfcc,A63,tiger
16662171,county,"Mecklenburg, NC",tiger
16662171,reviewed,no,tiger
16662214,highway,residential,regular
16662214,cfcc,A41,tiger
16662214,county,"Mecklenburg, NC",tiger
16662214,reviewed,no,tiger
16662214,separated,no,tiger
16662214,source,tiger_import_dch_v0.6_20070829,tiger
16662214,tlid,70535408,tiger
16662214,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662246,highway,residential,regular
16662246,cfcc,A41,tiger
16662246,county,"Mecklenburg, NC",tiger
16662246,reviewed,no,tiger
16662246,separated,no,tiger
16662246,source,tiger_import_dch_v0.6_20070829,tiger
16662246,tlid,70509053,tiger
16662246,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662256,highway,motorway_link,regular
16662256,lanes,1,regular
16662256,oneway,yes,regular
16662256,cfcc,A63,tiger
16662256,county,"Mecklenburg, NC",tiger
16662256,source,tiger_import_dch_v0.6_20070829,tiger
16662256,tlid,70574531:70574533:70574535:70574537:70574538,tiger
16662256,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662294,bridge,yes,regular
16662294,highway,motorway_link,regular
16662294,lanes,2,regular
16662294,layer,1,regular
16662294,oneway,yes,regular
16662294,cfcc,A63,tiger
16662294,county,"Mecklenburg, NC",tiger
16662294,source,tiger_import_dch_v0.6_20070829,tiger
16662294,tlid,70603482:70588922,tiger
16662294,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662344,highway,residential,regular
16662344,cfcc,A41,tiger
16662344,county,"Mecklenburg, NC",tiger
16662344,reviewed,no,tiger
16662348,highway,motorway_link,regular
16662348,oneway,yes,regular
16662348,cfcc,A63,tiger
16662348,county,"Mecklenburg, NC",tiger
16662348,source,tiger_import_dch_v0.6_20070829,tiger
16662348,tlid,70484690:70499700,tiger
16662348,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662387,destination,Fourth Street;Third Street,regular
16662387,ref,NC 16,destination
16662387,highway,motorway_link,regular
16662387,oneway,yes,regular
16662387,ref,NC 16,regular
16662387,cfcc,A63,tiger
16662387,county,"Mecklenburg, NC",tiger
16662387,reviewed,no,tiger
16662393,highway,motorway_link,regular
16662393,lanes,1,regular
16662393,oneway,yes,regular
16662393,cfcc,A63,tiger
16662393,county,"Mecklenburg, NC",tiger
16662393,source,tiger_import_dch_v0.6_20070829,tiger
16662393,tlid,70589000,tiger
16662393,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662396,highway,motorway_link,regular
16662396,lanes,1,regular
16662396,oneway,yes,regular
16662396,surface,asphalt,regular
16662396,cfcc,A63; A41,tiger
16662396,county,"Mecklenburg, NC",tiger
16662396,name_base,5th,tiger
16662396,name_direction_prefix,E,tiger
16662396,name_type,St,tiger
16662396,reviewed,no,tiger
16662431,destination,Independence Boulevard,regular
16662431,ref,US 74 East;NC 27 East,destination
16662431,highway,motorway_link,regular
16662431,lanes,2,regular
16662431,oneway,yes,regular
16662431,cfcc,A63,tiger
16662431,county,"Mecklenburg, NC",tiger
16662431,reviewed,no,tiger
16662443,access,private,regular
16662443,highway,service,regular
16662443,cfcc,A74,tiger
16662443,county,"Mecklenburg, NC",tiger
16662443,reviewed,no,tiger
16662443,source,tiger_import_dch_v0.6_20070829,tiger
16662443,tlid,70548224,tiger
16662443,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662444,access,private,regular
16662444,highway,service,regular
16662444,cfcc,A74,tiger
16662444,county,"Mecklenburg, NC",tiger
16662444,reviewed,no,tiger
16662444,source,tiger_import_dch_v0.6_20070829,tiger
16662444,tlid,70548227,tiger
16662444,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662464,highway,motorway_link,regular
16662464,oneway,yes,regular
16662464,cfcc,A63,tiger
16662464,county,"Mecklenburg, NC",tiger
16662464,reviewed,no,tiger
16662464,source,tiger_import_dch_v0.6_20070829,tiger
16662464,tlid,70593046:70593047:70508109:70508112:70508115:70508118:70578937:70613782,tiger
16662464,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662467,highway,motorway_link,regular
16662467,oneway,yes,regular
16662467,cfcc,A63,tiger
16662467,county,"Mecklenburg, NC",tiger
16662467,reviewed,no,tiger
16662467,source,tiger_import_dch_v0.6_20070829,tiger
16662467,tlid,70593049:70578957,tiger
16662467,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662476,highway,motorway_link,regular
16662476,lanes,1,regular
16662476,oneway,yes,regular
16662476,cfcc,A63,tiger
16662476,county,"Mecklenburg, NC",tiger
16662476,source,tiger_import_dch_v0.6_20070829,tiger
16662476,tlid,70588996,tiger
16662476,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662491,highway,service,regular
16662505,highway,motorway_link,regular
16662505,oneway,yes,regular
16662505,cfcc,A63,tiger
16662505,county,"Mecklenburg, NC",tiger
16662505,source,tiger_import_dch_v0.6_20070829,tiger
16662505,tlid,70484939,tiger
16662505,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662512,highway,motorway_link,regular
16662512,oneway,yes,regular
16662512,cfcc,A63,tiger
16662512,county,"Mecklenburg, NC",tiger
16662512,source,tiger_import_dch_v0.6_20070829,tiger
16662512,tlid,70575931,tiger
16662512,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662514,highway,motorway_link,regular
16662514,oneway,yes,regular
16662514,cfcc,A63,tiger
16662514,county,"Mecklenburg, NC",tiger
16662514,source,tiger_import_dch_v0.6_20070829,tiger
16662514,tlid,70566122,tiger
16662514,upload_uuid,bulk_upload.pl-59114b71-e8f9-4c0f-93ff-eb3f79e1d56f,tiger
16662523,highway,motorway_link,regular
16662523,lanes,1,regular
16662523,oneway,yes,regular
16662523,cfcc,A63,tiger
16662523,county,"Mecklenburg, NC",tiger
16662523,source,tiger_import_dch_v0.6_20070829,tiger
